text,retweet_count,favorited,retweeted,created_at,verified,location,description,user_created_at,statuses_count,followers_count,favourites_count,name,time_zone,friends_count,lat,lon,Brand
@strumpfe @VectorBase @jkpritch Wow! I’ve been away from @VectorBase dev mtgs too long haha <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,"Notre Dame, Indiana",Field biologist + bioinformatics PhD candidate in Anopheles population genetics (U. Notre Dame). <U+2764><U+FE0F> Kayak<U+25AA><U+FE0F>MTB<U+25AA><U+FE0F>Horses<U+25AA><U+FE0F>Raft <U+25AA><U+FE0F>Snowboard<U+25AA><U+FE0F>Dive,Thu Jan 14 10:32:49 +0000 2010,2875,224,818,Rachel Wiltshire,Indiana (East),387,41.674542,-86.1531435,DunkinDonuts
@2Tiffi weak! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> you think so?,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,where the <U+2764><U+FE0F> is. ,1913.<U+2764><U+FE0F> | college grad x 2.<ed><U+00A0><U+00BC><ed><U+00BE><U+0093>,Wed Jul 15 18:37:43 +0000 2009,20033,1035,850,Kiera,Central Time (US & Canada),590,33.5422375,-86.793917,DunkinDonuts
<ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F> i can’t see to find my glasses . Y’all know i need my glasses to find my glasses <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,<ed><U+00A0><U+00BC><ed><U+00BC><U+0099>,get off my page . twenty one <ed><U+00A0><U+00BE><ed><U+00B5><U+0080>,Sat Jun 25 07:08:45 +0000 2011,59480,1555,27134,all<U+0454><U+03C7><U+03C7>a <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>,Alaska,1045,36.0095335,-86.5610175,DunkinDonuts
Northbound #405 at Santa Monica Blvd could fully reopen soon. @KNX1070 @CBSLA https://t.co/pkB5uUACaj,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,Los Angeles,"Reporter on @KNX1070, former investigative reporter for TV stations in Sacramento, Phoenix, Indianapolis and San Diego.",Sun Sep 20 04:40:34 +0000 2009,2600,1138,7,Jon Baird,Arizona,138,34.0207895,-118.4119065,DunkinDonuts
"Youth, high school, and college QBs all working on their craft during Monday Night Training @WheatonAcademy! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/fRJYJ0OewC",0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,"Chicago, IL","@J_ChristensenQB & WR Training for NFL, College, HS & Youth Athletes | Featured on ESPN & NFL Network | #TrainLikeAProPlayLikeAPro | 20+ NFL QBs | #TID <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BD><ed",Mon Apr 27 18:23:10 +0000 2009,7368,8820,9553,Throw It Deep,Central Time (US & Canada),654,41.902076,-88.187127,DunkinDonuts
"With the Winter Meetings in full swing, I’m reminded of 2015 when I was able to attend in Nashville and interview P… https://t.co/Oq2asBpqVk",0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,Arizona ~ Alabama,"baseball + wine + sarcasm = my tweets.
 my lifelong dream is to have my own bobblehead 

    
         Talk Baseball To Me",Fri Aug 28 04:12:07 +0000 2009,9211,487,3975,Brittany Callahan,Pacific Time (US & Canada),418,30.683649,-88.1615555,DunkinDonuts
"@JuddLegum @MaxTemkin … and Moore, an MP, allowed a fellow soldier to remain with the intent of raping children",0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,"New York, NY",Don't tell me the sky's the limit when there are footprints on the moon.,Wed Dec 26 22:16:25 +0000 2012,1573,40,20346,Anthony Via,Eastern Time (US & Canada),59,40.711686,-73.945349,DunkinDonuts
You believe #JuanitaBroaddrick but call #TrumpAccusers liars? You are a hypocrite! One vs SIXTEEN!,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,"Manchester, CT",#FightBackCT fellow and former Student Regent. Followed by @CoryBooker and @DanMalloyCT.  Exploring run in #CT13 District in 2018. @Yankees @Giants fan! #Resist,Mon Feb 24 13:55:53 +0000 2014,138320,2128,34185,Joseph Young,NA,5002,41.7769225,-72.524305,DunkinDonuts
I got this 30 on me when I’m out in public ion do this for the gram,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,MANSION <ed><U+00A0><U+00BD><ed><U+00B5><U+008C>,<ed><U+00A0><U+00BD><ed><U+00B4><U+00A8> This twitter is under construction <ed><U+00A0><U+00BD><ed><U+00B4><U+00A8>Really Is It A Money Counter Or A Calculator #StackYaPaper<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5> #GoatGang<ed><U+00A0><U+00BD><ed><U+00B0><U+0090><ed><U+00A0><U+00BC><ed><U+00BF><U+0086><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>,Wed Feb 09 06:14:50 +0000 2011,93775,1518,1656,#FreeSauce<ed><U+00A0><U+00BD><ed><U+00B2><U+00A6><ed><U+00A0><U+00BE><ed><U+00B5><U+00A4>,Eastern Time (US & Canada),484,32.571032,-89.876449,DunkinDonuts
FIRST DAY OUT THE  PSYCH WARD BY <ed><U+00A0><U+00BD><ed><U+00B0><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B4><U+0093>?<ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> DRACOBANKS) REPOSTTHIS @Codclothes @jimjonescapo… https://t.co/OGiD1uImU0,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,"Bronx, NY",A Man. A Brand. A Movement.  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>,Mon Oct 03 11:07:02 +0000 2011,73076,1092,1007,troybanks,Hawaii,2355,40.655138,-73.9487755,DunkinDonuts
Congratulations to all winners and honorees at this morning's @ENR_NE Regional Best Projects Breakfast including… https://t.co/gostVCXixA,0,FALSE,FALSE,Tue Dec 12 14:51:03 +0000 2017,FALSE,"Massachusetts, USA","For over 80 years, Gaston Electrical has been providing expert electrical contracting services to commercial, institutional, and retail markets in New England.",Tue May 03 17:58:04 +0000 2016,881,637,2401,Gaston Electrical,Eastern Time (US & Canada),1550,42.3136695,-71.0887125,DunkinDonuts
Why Am I So Attracted to Virgo Women <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2642><U+FE0F>,0,FALSE,FALSE,Tue Dec 12 14:51:04 +0000 2017,FALSE,"Cleveland, Ohio",A&R / Underground Music Studios LLC. UMSCleveland@Gmail.com,Fri Jul 03 19:24:26 +0000 2009,91438,1968,8060,Curtis JAY,Quito,2884,41.398685,-81.5563335,DunkinDonuts
Finally got to sleep in,0,FALSE,FALSE,Tue Dec 12 14:51:04 +0000 2017,FALSE,IG : janeshabull,Youtuber <ed><U+00A0><U+00BD><ed><U+00B3><U+00BD> | <ed><U+00A0><U+00BC><ed><U+00B7><U+00AF><ed><U+00A0><U+00BC><ed><U+00B7><U+00B2> | but God | DSU18,Tue Mar 08 23:48:14 +0000 2011,67252,2950,16607,Janesha  <ed><U+00A0><U+00BD><ed><U+00B1><U+00B8>,Quito,791,39.4436975,-75.7037835,DunkinDonuts
New positive energy for 2018,0,FALSE,FALSE,Tue Dec 12 14:51:04 +0000 2017,FALSE, ™Verified  <U+2708>NC <U+2708>GAv ~ V.I ,Im gonna Be Great <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>/ Future Doctor <ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2695><U+FE0F>/ #SAU Alumni / Exercise Science <ed><U+00A0><U+00BD><ed><U+00B4><U+00AC> major/  college grad <ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><ed><U+00A0><U+00BC><ed><U+00BE><U+0093>,Thu Feb 10 23:34:10 +0000 2011,152005,6485,2618,Dec 7th <U+26A0><U+FE0F>,Mountain Time (US & Canada),6688,36.0871685,-80.244984,DunkinDonuts
I wish i was more like those ladies that would go out with any guy for a meal right now. This temporary set back on… https://t.co/RqmJ3RVgRK,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"ÜT: 33.886855,-84.313554","Walk by FAITH, not by SIGHT",Wed Apr 01 17:17:48 +0000 2009,12611,423,298,susanbevy,Quito,407,33.7671945,-84.433106,DunkinDonuts
"I'm at 77th &amp; Oglesby in Chicago, IL https://t.co/cAE1ov1FLk",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,NA,Embrace who you are.,Thu Mar 26 15:18:24 +0000 2009,21617,468,49,Glenda Baugh-Johnson,Central Time (US & Canada),1416,41.8335845,-87.732013,DunkinDonuts
"I'm at Oatey Supply Chain Services in Cleveland, OH https://t.co/LNTsnHKsv5",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"North Olmsted, Ohio",NA,Sun May 17 12:25:00 +0000 2009,18287,361,247,Michael Zenker Sr.,America/New_York,2301,41.4959395,-81.705467,DunkinDonuts
@washingtonpost Like he did on all his briefings!!,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,TRUE,NA,"Kid from Keele St @Raptors TV Analyst for @TSN_Sports @Sportsnet @NBATVCanada Family, Friends, Dogs <U+2600><U+FE0F>#The6 @CanBball @AlumniHoopsCan @Cuse @SMCS1852 forever!!",Thu Nov 07 15:22:10 +0000 2013,64633,34532,1758,Leo Rautins,NA,744,43.629311,-79.2725695,DunkinDonuts
Been To Long Bro!! Go Back Way Before The Lord!! @ScottDisick @ MSOCB Compound https://t.co/rxcyu0XpUH,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"NY,Fla,CALI,UNIVERSE",MSOCBmgmt @Mike_Stud @MaddiJaneMusic @KiahraOfficial @MaddiJaneMusic @SofiWinters @ItsCapitalG @AlexsiaMusic @Dirty1000,Thu Mar 19 19:17:14 +0000 2009,26301,95758,225,MURDAMURPHY,Eastern Time (US & Canada),17501,26.3739755,-80.134986,DunkinDonuts
"Witness Pick said he told FBI ""Everythig we've been doing. Kickbacks. Making fake invoices."" when asked walked told FBI in July 2016.",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"Terre Haute, Indiana","Reporter at the daily Tribune-Star newspaper. My favorite beats are Courts and Crime, but uplifting features are great, too.",Tue May 01 14:53:46 +0000 2012,3971,578,1817,TribStarLisa,NA,311,39.7795625,-86.1429225,DunkinDonuts
"Join the WGBH team! See our latest #job opening here: https://t.co/gbWJEOIU21 #Boston, MA #Hiring #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"Boston, MA","Follow this account for geo-targeted Other job tweets in Boston, MA. Need help? Tweet us at @CareerArc!",Tue May 05 14:38:19 +0000 2009,1614,1082,0,"Boston, MA Jobs",Eastern Time (US & Canada),545,42.3136695,-71.0887125,DunkinDonuts
meals boutta be super torch now lol https://t.co/hp7JPJEW34,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,NA,werking class <U+264F><U+FE0F> sc: letitbeeknown,Wed Dec 16 02:15:21 +0000 2009,51200,637,1303,myiaGirllllll<ed><U+00A0><U+00BE><ed><U+00B6><U+0082><U+2728>,Central Time (US & Canada),191,38.796432,-76.969264,DunkinDonuts
I just wish people would shut up over dumb meaningless crap,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,Oklahoma,"| Sooner born, sooner breed and when I die I’ll be sooner dead | #BoomerSooner | SC/ Insta: FRAZIERNATOR | 918 | Dec. 22, 1994 | <U+2651><U+FE0F> & <U+2650><U+FE0F> cusp of prophecy |",Wed Dec 28 04:52:22 +0000 2011,15194,367,1752,CF,Central Time (US & Canada),366,36.0393055,-95.770195,DunkinDonuts
"Want to work in #Minneapolis, MN? View our latest opening: https://t.co/gIm1AHN4SX #CustomerService #Job #Jobs #Hiring #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"St. Paul, MN","Follow this account for geo-targeted Customer Service job tweets in St. Paul, MN. Need help? Tweet us at @CareerArc!",Sun Sep 06 02:04:50 +0000 2009,451,364,0,TMJ-MSP CstSrv Jobs,Eastern Time (US & Canada),282,44.9706105,-93.2620465,DunkinDonuts
I be at sams like this EVERY DAY . <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> like boo lil bitch https://t.co/XE77tJqgsW,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,NA,"Self-explanatory , dont need a bio BITCH.",Mon Aug 01 03:20:59 +0000 2011,13881,647,1051,DaBombDigahtee<U+2763>,Central Time (US & Canada),594,32.230987,-90.1580165,DunkinDonuts
My shit last year around this time https://t.co/UQuzSXEeY1,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,Tacoma,Born and raised in Tacoma Wa . Dj Private/FreeLance Music coordinator. CEO: YesImADj Dm for Email. No overseas Inquires please.,Mon May 07 09:58:06 +0000 2012,6561,483,2168,DjDonTito | DjTito,NA,595,47.370403,-122.1014975,DunkinDonuts
Baby brought me to Franks Grill for breakfast this morning<ed><U+00A0><U+00BC><ed><U+00BD><U+00B4>,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,H-Town,the realest,Sat Jul 23 10:52:24 +0000 2011,14096,204,1018,Latasha Jones,NA,624,29.838495,-95.4464865,DunkinDonuts
"We're #hiring! Click to apply: Beverage Sampling Brand Ambassador - https://t.co/9Jzk2AiS0x #Marketing #Toronto, ON #Job #Jobs #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,Toronto,Follow this account for geo-targeted Marketing/Ad/PR job tweets in Toronto. Need help? Tweet us at @CareerArc!,Thu Feb 26 21:11:11 +0000 2009,149,733,0,Toronto Mktg Jobs,Eastern Time (US & Canada),212,43.629311,-79.2725695,DunkinDonuts
"If you're looking for work in #Winchester, VA, check out this #job: https://t.co/QNyiUsDZ3C #Clerical #Hiring #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"Winchester, VA","Follow this account for geo-targeted Office/Clerical job tweets in Winchester, VA. Need help? Tweet us at @CareerArc!",Thu Apr 08 05:02:44 +0000 2010,36,271,0,TMJ-VAW Cleric. Jobs,Quito,231,39.167891,-78.1693615,DunkinDonuts
"Want to work in #WinterGarden, FL? View our latest opening: https://t.co/p9a9BgHyve #Retail #Job #Jobs #Hiring #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,"Orlando, FL","Follow this account for geo-targeted Retail job tweets in Orlando, FL. Need help? Tweet us at @CareerArc!",Fri Apr 03 18:18:07 +0000 2009,666,449,0,TMJ-ORL Retail Jobs,Eastern Time (US & Canada),309,28.546119,-81.5903435,DunkinDonuts
D0NE W BIOCHEM FOREVVVVERRRR,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,FALSE,NA,"some people thrive in the sunshine, I thrive in the moonlight",Wed Nov 20 13:41:35 +0000 2013,6521,343,7856,wooKY,NA,612,40.3651595,-82.6694675,DunkinDonuts
Ems  dragged everyone for the FILTH YALL MFS AINT SAFE <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> I’m lowkey so proud,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,Outer Space,Unbalanced Chakras / Crystal Child / Vegan (still fw cheese & chicken tho) / Philosophy / omw to Spiritual Awaking / Humanitarian / Astrology / Sagifuckintarius,Fri Jul 15 23:37:59 +0000 2011,19995,1154,43839,FER <U+26C4><U+FE0F>,Mountain Time (US & Canada),762,32.7749375,-96.6021425,DunkinDonuts
"Hey, @chickfilaken_ imma need to hurry home cause I miss you",0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,Sweet Home Alabama,"lover of chips&salsa, sushi and F<U+039C>. Former FSCC softball player.",Tue Aug 02 16:22:17 +0000 2011,13792,861,6606,ß G<U+03CC>tt<U+03B9>,Central Time (US & Canada),581,32.576227,-86.6807375,DunkinDonuts
Last night’s screening of @IcIwId_film was a hit. Thank you for supporting! https://t.co/F1nODxl1w9,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,Los Angeles/New York/Dreamland,Indie filmmaker with a flair for yoga. Books are my mentors. Writing is my lifeline. Ignited by art. Moved by animals and people. Blogger @thepenandcamera,Fri Dec 25 04:55:35 +0000 2009,1654,740,2091,Nadine Truong,Alaska,693,40.021793,-82.8541995,DunkinDonuts
"Call me crazy BUT I think the official #StarWars viewing order should now start with #RogueOne
Let the Star Wars ma… https://t.co/DWyU4sk0tT",0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,New York,"Creator of Marvel's Playback and Director of THWIP The Big Marvel Show, Quickdraw, & Becoming",Thu Dec 01 01:12:29 +0000 2011,1820,431,1529,Jason Latorre,Eastern Time (US & Canada),115,41.5576285,-74.102712,DunkinDonuts
@EricCortellessa <ed><U+00A0><U+00BD><ed><U+00B0><U+00B7><ed><U+00A0><U+00BD><ed><U+00B0><U+00B7>dems<ed><U+00A0><U+00BD><ed><U+00B0><U+00B7><ed><U+00A0><U+00BD><ed><U+00B0><U+00B7>,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"Overland Park, KS",NA,Thu Dec 22 18:31:34 +0000 2016,2699,15,1580,manana banana,NA,55,38.931549,-94.6750935,DunkinDonuts
Finals got me like....HELP <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,NA,NA,Mon Apr 27 23:55:12 +0000 2009,14532,701,3940,Angelika Lopez,NA,824,34.1081605,-117.462698,DunkinDonuts
@AmazonHelp Hopeful delivery of the next day but no guarantee. It’s USPS. I would like a full refund for this absolute mess.,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"New York, USA",Session Musician :: Geetar 4 Snail Mail :: Drum 4 Vagabon/Gobbinjr :: Releases on Warner Bros/Sub Pop/Hardly Art/Dine Alone/ICAT :: Sabian/D’addario,Sat Jun 27 17:59:46 +0000 2009,13827,6728,18609,longmontpotionRASCAL,Quito,1815,40.655138,-73.9487755,DunkinDonuts
@ABC this will go down as one of the crazier races in the country and backed by Trump and Bannon! ! Trump has brought us many new LOWS ! Sad,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"East Longmeadow, MA",Retired VP Sales and US Air Force (4years ) Veteran .,Tue May 24 23:21:23 +0000 2016,3957,24,3161,Phil LaRosa,NA,105,42.061507,-72.4841065,DunkinDonuts
fake watch busta,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"Atlanta, GA",James Harden enthusiast .. LLQ<ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> E4J<ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF> sc: deandrelemay,Sun Aug 14 23:18:40 +0000 2011,52064,1775,5977,compa-dre,Hawaii,899,32.6782075,-83.1738665,DunkinDonuts
"Breakfast before my trip. (at @ChickfilA in Laurel, MD) https://t.co/crqukb4c7X https://t.co/5x9jdoDqsM",0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,NA,Hi! Please join me on WowApp. Visit my personal page at https://wowapp.com/w/doutlaw311 and see what it is all about. Thank you.,Sun Aug 12 03:34:50 +0000 2012,9230,277,11041,Debbi Outlaw,NA,469,39.0945865,-76.8140715,DunkinDonuts
"See our latest #Pensacola, FL #job and click to apply: Shift Supervisor Management Trainee -… https://t.co/ZbidlAhIaw",0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,Florida,Follow this account for geo-targeted Retail job tweets in Florida Non-Metro. Need help? Tweet us at @CareerArc!,Fri Jul 24 05:03:14 +0000 2009,1757,501,0,TMJ-FL Retail Jobs,Central Time (US & Canada),304,30.4547915,-87.2046595,DunkinDonuts
"This #job might be a great fit for you: Dishwasher/Utility - https://t.co/K73XtDbbSg #Hospitality #Mentor, OH #Hiring #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"Cleveland, OH","Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Cleveland, OH. Need help? Tweet us at @CareerArc!",Mon Mar 02 14:28:10 +0000 2009,680,413,0,TMJ-CLE HRTA Jobs,Eastern Time (US & Canada),283,41.6989755,-81.3402865,DunkinDonuts
"Lawndale: 6:49am: sunrise
sunset will be at 4:45pm",0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"Lawndale, CA","Weather updates, forecast, warnings and information for Lawndale, CA. Sources: http://OpenWeatherMap.org, NOAA, USGS.",Mon Feb 14 05:42:51 +0000 2011,23302,68,0,Lawndale Weather,Alaska,1,33.8877895,-118.356491,DunkinDonuts
Hope your kids just as ugly as you <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"Dallas, TX",God is the Greatest <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> & @KMichelle is Bae<ed><U+00A0><U+00BC><ed><U+00BC><U+00BB> SagNation <U+2650><U+FE0F> #RebelLife is AMAZING <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> Birthday Video Out Now <ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> https://kmichelle.lnk.to/BirthdayVID,Thu Oct 03 16:40:14 +0000 2013,692,66,520,Kydd Pate,NA,124,32.8198585,-96.7617535,DunkinDonuts
Best dressed human alive. https://t.co/Q4h8FJRSux,0,FALSE,FALSE,Tue Dec 12 14:58:26 +0000 2017,FALSE,"Glen Allen, United States",Cincinnati | RVA. sc:ayeeeitsg,Sun Jan 31 16:28:53 +0000 2010,13294,809,16914,Geoff,Quito,403,37.6439065,-77.5223735,DunkinDonuts
@MADKINGMMA55 has put on some great fights for us - check out what he thinks about his opponent #TitanFC47 is this… https://t.co/9VpK4wJ19o,0,FALSE,FALSE,Tue Dec 12 14:58:25 +0000 2017,TRUE,NA,Watch #TitanFC47 LIVE on #UFCFightPass 12/15 Tix available. Proud supporter of #SOWW & #AHERO. Download our App on ITunes or Google Play,Tue Sep 15 10:49:33 +0000 2009,26238,68974,19046,Titan FC,Eastern Time (US & Canada),1958,27.698682,-83.804475,DunkinDonuts
Damn I’m up early as shit,0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,"Houston, Texas",<ed><U+00A0><U+008C><ed><U+00B3><U+00BE>,Fri Oct 05 21:18:09 +0000 2012,6152,189,2744,lil skreet,Central Time (US & Canada),148,29.838495,-95.4464865,DunkinDonuts
Omg I can breathe again!!,0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,NA,"Host of The Black Podcast! @black_podcast <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> If you're going through hell, keep going. Follow me on Instagram @yourbigdamnhero",Wed Dec 21 17:09:59 +0000 2016,3033,66,3380,Your Guy,NA,93,40.6708795,-73.8311875,DunkinDonuts
#truth #coffeelover #trueromance #donchawishyourboyfriendwashotlikemine @ Myssie… https://t.co/vkw1r1OVUA,0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,"Rio Grande Valley, Texas",I am my mother's daughter. Doer of gooder. Realtor at Keller Williams Realty RGV and TRIFLARE TRIBE member LifeTimeTRI Ambassador & Cancer hater,Sat Mar 21 21:12:27 +0000 2009,11566,1685,3251,Myssie Barajas,Central Time (US & Canada),2638,26.24069,-98.2456745,DunkinDonuts
"This #job might be a great fit for you: Pharmacy Technician - https://t.co/xeHZoVUNns #Healthcare #Philipsburg, PA #Hiring #CareerArc",0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,Pennsylvania,Follow this account for geo-targeted Healthcare job tweets in Pennsylvania Non-Metro. Need help? Tweet us at @CareerArc!,Fri Jul 17 06:08:40 +0000 2009,1280,591,0,TMJ-PA Health Jobs,Eastern Time (US & Canada),302,40.892973,-78.2158865,DunkinDonuts
RCHABU Holiday bfast with my beautiful girls. Merry Christmas!… https://t.co/eyZdJupcpw,0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,"San Diego, CA","Anything on my feed is ME! Not work related, though I love my work! #jdaproud Mom, TBI Advocate, board member of Rady Children's Hospital Auxiliary,BikeTheBay",Wed Mar 17 21:54:10 +0000 2010,238,77,561,Lori Moore,NA,239,32.633767,-117.022463,DunkinDonuts
@TheLandSlide @feministabulous @funder From when you were younger?,0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,"East Olympia, WA","Second generation UW grad, Doctor of Pharmacy, fledgling Drum Horse breeder; avid Seattle sports fan. Caring and respect for all.",Thu Sep 15 03:16:25 +0000 2011,21102,276,100350,j. Wendy Austin,NA,493,46.9712275,-122.823984,DunkinDonuts
Last day of 12 Days of Christmas <ed><U+00A0><U+00BC><ed><U+00BE><U+0084> with 12 inclines falling! Awesome run-row workout today. Felt… https://t.co/K1xB55A3iI,0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,"Bay Area, California","Int'l Luxury, Lifestyle & Investment Real Estate extraordinaire. Interior Design Enthusiast. Traveler. Motto: Keep it Real or Keep Away from Me.",Thu Dec 09 02:51:59 +0000 2010,10935,1203,404,Nicole C Caballero,Pacific Time (US & Canada),2054,37.931388,-121.716454,DunkinDonuts
"I'll have a couple of my secret formula edge control today!!!! First come first served ladies, i know it's been a w… https://t.co/27O4Oesy0O",0,FALSE,FALSE,Tue Dec 12 14:58:27 +0000 2017,FALSE,"Columbus, Oh",<ed><U+00A0><U+00BD><ed><U+00B2><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BD><ed><U+00B2><U+0086><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+2728>AvahVictoria<ed><U+00A0><U+00BC><ed><U+00BE><U+0080>,Tue Nov 19 23:34:51 +0000 2013,63084,4679,16769,SlayByCoco™<ed><U+00A0><U+00BD><ed><U+00B2><U+008B>,NA,2942,39.9946835,-82.985772,DunkinDonuts
